Timestamp,Normalized X,Normalized Y,On Screen,Awake
1700344908.1144164,1280.0,0.0,True,True
1700344908.1785164,960.0,0.0,True,True
1700344908.2405777,960.0,540.0,True,True
1700344908.3024251,960.0,0.0,True,True
1700344908.366415,960.0,0.0,True,True
1700344908.4334145,960.0,0.0,True,True
1700344908.4964342,960.0,0.0,True,True
1700344908.5644147,1280.0,540.0,True,True
1700344908.6385295,320.0,1080.0,True,True
1700344908.7004697,320.0,540.0,True,True
1700344908.7634137,-0.0,1620.0,False,True
1700344908.8335292,320.0,1080.0,True,True
1700344908.894412,-0.0,1080.0,True,True
1700344908.9554212,-0.0,1080.0,True,True
1700344909.0174112,-0.0,1620.0,False,True
1700344909.0814338,-0.0,1620.0,False,True
1700344909.1404111,-0.0,1080.0,True,True
1700344909.2144256,320.0,1080.0,True,True
1700344909.2745132,-0.0,1080.0,True,True
1700344909.3365371,-0.0,1620.0,False,True
1700344909.40057,320.0,1080.0,True,True
1700344909.4655483,-0.0,1620.0,False,True
1700344909.5284152,-0.0,1080.0,True,True
1700344909.5934143,-0.0,1620.0,False,True
1700344909.6544096,-0.0,1620.0,False,True
1700344909.7134113,-0.0,1080.0,True,True
1700344909.783417,-0.0,1620.0,False,True
1700344909.8444173,-0.0,1620.0,False,True
1700344909.9044158,-0.0,1080.0,True,True
1700344909.9654112,-0.0,1080.0,True,True
1700344910.0285325,-0.0,1080.0,True,True
1700344910.090418,-0.0,1620.0,False,True
1700344910.1505244,-0.0,1080.0,True,True
1700344910.21641,-0.0,1080.0,True,True
1700344910.2855437,-0.0,540.0,True,True
1700344910.3484116,320.0,1620.0,False,True
1700344910.4139552,320.0,1080.0,True,True
1700344910.4759514,320.0,1080.0,True,True
1700344910.5390563,-0.0,540.0,True,True
1700344910.6039488,-0.0,1080.0,True,True
1700344910.6739612,-0.0,1620.0,False,True
1700344910.7439513,-0.0,1080.0,True,True
1700344910.8070633,-0.0,1620.0,False,True
1700344910.870948,-0.0,1080.0,True,True
1700344910.9319522,-0.0,1620.0,False,True
1700344910.999947,-0.0,1620.0,False,True
1700344911.0599542,-0.0,1080.0,True,True
1700344911.1259515,-0.0,1080.0,True,True
1700344911.1940706,-0.0,1620.0,False,True
1700344911.2570453,-0.0,1620.0,False,True
1700344911.3179524,-0.0,1620.0,False,True
1700344911.3810885,-0.0,1080.0,True,True
1700344911.4440734,-0.0,1080.0,True,True
1700344911.505955,320.0,1080.0,True,True
1700344911.5711167,-0.0,1620.0,False,True
1700344911.6349466,-0.0,1620.0,False,True
1700344911.6959848,-0.0,1080.0,True,True
1700344911.7569509,-0.0,1080.0,True,True
1700344911.8190122,-0.0,1620.0,False,True
1700344911.8789625,-0.0,1080.0,True,True
1700344911.957096,-0.0,540.0,True,True
1700344912.0180848,-320.0,1620.0,False,True
1700344912.0829508,-320.0,1620.0,False,True
1700344912.1469479,-0.0,1080.0,True,True
1700344912.2110589,-0.0,1080.0,True,True
1700344912.273953,-0.0,1080.0,True,True
1700344912.3349566,-0.0,540.0,True,True
1700344912.398077,-0.0,1080.0,True,True
1700344912.4679513,-0.0,1080.0,True,True
1700344912.5290713,-0.0,1080.0,True,True
1700344912.5909488,-0.0,1080.0,True,True
1700344912.65495,-0.0,1080.0,True,True
1700344912.7179556,-0.0,1620.0,False,True
1700344912.782073,-0.0,1080.0,True,True
1700344912.8449502,-0.0,1080.0,True,True
1700344912.91095,-0.0,1080.0,True,True
1700344912.9719474,-320.0,1080.0,False,True
1700344913.0359492,-0.0,1080.0,True,True
1700344913.0949564,-0.0,540.0,True,True
1700344913.1559563,-320.0,1080.0,False,True
1700344913.2289522,-320.0,540.0,False,True
1700344913.289957,-0.0,1080.0,True,True
1700344913.3489497,-0.0,1620.0,False,True
